번호,신고일자,법인또는상호,운영상태,"소재지주소(도로명주소, 없으면 지번주소)",호스트서버 업체명,호스트서버 도메인명,호스트서버 도메인유형,취급품목,취급품목세부사항,판매방식
1612,20140915,발랑세,정상영업,경기도 양주시 고읍남로191번길 85-21 (광사동),-,카페24,개인,의류/패션/잡화/뷰티,-,인터넷
1613,20140915,더커,정상영업,경기도 양주시 고덕로355번길 36 (고읍동),-,지마켓,오픈,기타,산업용품,인터넷
1614,20140915,중앙수도배관,정상영업,경기도 양주시 광적면 부흥로 862,카페24,www.중앙수도배관.com,개인,기타,수도부속,인터넷
1615,20140912,롯데뮤직,정상영업,경기도 양주시 삼숭로38번길 91， 402동 1202호 (삼숭동， 양주자이아파트),-,아이몰,개인,기타,악기류,인터넷
1616,20140912,양주시모든재활용센터,정상영업,경기도 양주시 화합로1327번길 37-3 (덕정동),카페24,http://recycling.cafe24.com,개인,가전 가구/수납용품,-,인터넷
1617,20140911,엔루에,정상영업,경기도 양주시 백석읍 연곡로124번길 19-32,-,티몬,오픈,의류/패션/잡화/뷰티,-,인터넷
1618,20140905,베베헨,정상영업,경기도 양주시 고암길 306-40， 206동 1802호 (고암동),-,http://blog.naver.com/dewbead0,개인,종합몰,-,인터넷
1619,20140905,KJ상사,정상영업,경기도 양주시 백석읍 중앙로93번길 70-14,-,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1620,20140903,우주미녀,정상영업,경기도 양주시 고읍로 11-7 (고읍동),까페24,www.woozoominyu.com,개인,의류/패션/잡화/뷰티,-,-
1621,20140903,위치웨이,정상영업,경기도 양주시 백석읍 호명로 164,-,지마켓,오픈,레져/여행/공연 가전,-,인터넷
1622,20140902,디지로그,정상영업,경기도 양주시 백석읍 부흥로1204번길 87,(주)코리아센터닷컴,www.sugarpet.co.kr,개인,기타,애완용품,인터넷
1623,20140901,동양유통,정상영업,경기도 양주시 고덕로139번길 95-25 (덕계동),-,오픈마켓,오픈,건강/식품,과자  음료  라면,인터넷
1624,20140829,키드몰,정상영업,경기도 양주시 회정로109번길 7， 204호 (덕정동， 한국하이츠빌라),심플렉스인터넷(주),www.amberya.co.kr,개인,의류/패션/잡화/뷰티,아동의류,인터넷
1625,20140827,팜 인터네셔널(FAM International),타시군구이관,경기도 양주시 백석읍 권율로 1455-15， 104동 103호 (백석한승아파트),한국호스트웨이(주),www.kanggri.com,개인,의류/패션/잡화/뷰티,-,인터넷
1626,20140120,블루유통,정상영업,경기도 양주시 은현면 강변서로 229,-,옥션,-,건강/식품,우유  빵  음료  라면 등,기타 인터넷
1627,20140826,하이네(heine),정상영업,경기도 양주시 고읍남로191번길 85-19， 402호 (광사동),-,오픈마켓,오픈,의류/패션/잡화/뷰티 자동차/자동차용품,-,인터넷
1628,20140822,아이두 아이두,정상영업,경기도 양주시 부흥로 1258-10 (유양동),카페24,네이버 스토어팜,오픈,가구/수납용품,-,인터넷
1629,20140822,아란몰,폐업처리,경기도 양주시 고읍북로 28-8， 603동 802호 (만송동， 유승한내들아파트),-,오픈마켓,오픈,종합몰,-,인터넷
1630,20140818,마마앤베베,정상영업,경기도 양주시 백석읍 부흥로1204번길 181,심플렉스인터넷(주),www.mamanbebe.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1631,20140820,더블에스제이(Double SJ),정상영업,경기도 양주시 고읍남로39번길 84， 306동 302호 (광사동， 해동마을한양수자인),-,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1632,20140820,시온컴퍼니,정상영업,경기도 양주시 은현면 화합로746번길 17-7,가비아,www.87net.co.kr,개인,종합몰,-,인터넷
1633,20140820,론투스,타시군구이관,경기도 양주시 화합로1325번길 22-31， 104동 902호 (덕정동， 서희스타힐스아파트),심플렉스인터넷(주),www.lontus.com,개인,종합몰,-,인터넷
1634,20140819,용판다 Trade,정상영업,경기도 양주시 평화로1429번길 89-94， 107동 1004호 (덕계동， 금광포란채1차아파트),-,www.blog.naver.com/lcy0602  오픈마켓,개인,기타,모바일 악세사리  엔틱소품,인터넷
1635,20140819,욘다퐁캣티퐁,정상영업,경기도 양주시 부흥로 1898-4， 101동 1403호 (광사동， 대방아파트),-,http://blog.naver.com/wakurere,개인,의류/패션/잡화/뷰티 기타,구매대행,인터넷
1636,20140818,비전셋,정상영업,경기도 양주시 부흥로1267번길 64 (유양동),아이넷피아,www.visionsat.co.kr,개인,종합몰 가전,-,인터넷 기타
1637,20130121,씨엠플러스(CM플러스),정상영업,경기도 양주시 은현면 화합로719번길 31， 2층,-,오픈마켓(인터파크외),오픈,자동차/자동차용품,-,인터넷
1638,20140818,두솔레일,정상영업,경기도 양주시 고암길 354， 512동 402호 (덕정동， 주공봉우마을),심플렉스인터넷(주),www.dusoleil.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1639,20140129,(주) 피아이디,정상영업,경기도 양주시 고삼로 10， 2층 (만송동),-,오픈마켓,오픈,컴퓨터/사무용품,-,인터넷
1640,20140813,캔들 오제이,정상영업,경기도 양주시 삼숭로38번길 80， 1층 2138호 (삼숭동， 양주자이프라자),-,옥션,오픈,기타,애완견 수제간식  방향제,인터넷
1641,20140813,G&B디자인,정상영업,경기도 양주시 백석읍 부흥로 453-10,-,www.gnbdesign.net,개인,종합몰,-,인터넷
1642,20140813,넥사이트 하트(Nexcite-Heart),정상영업,경기도 양주시 부흥로 2162， 109동 604호 (삼숭동， 나래아파트),-,www.junkieszone.com,개인,종합몰,-,인터넷
1643,20140813,엘도라도,정상영업,경기도 양주시 독바위로 55， 1008호 (덕정동， 융보아파트),-,www.eldorado7.com,개인,의류/패션/잡화/뷰티,-,인터넷
1644,20140812,다주니컴퍼니,타시군구이관,경기도 양주시 고읍남로39번길 48， 107동 1501호 (광사동),-,오픈마켓,오픈,교육/도서/완구/오락 의류/패션/잡화/뷰티 건강/식품,-,인터넷
1645,20140723,나눔. 스포츠. 산업안전,정상영업,경기도 양주시 평화로 1773 (회정동),-,www.나눔산업안전.com,개인,기타,작업복  안전화  안전용품 및 기타,인터넷
1646,20140812,진,정상영업,경기도 양주시 화합로 1630， 106동 302호 (옥정동， 세창아파트),심플렉스인터넷(주),www.carpe.or.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1647,20140811,정평,타시군구이관,경기도 양주시 고암길 306-40， 210동 1303호 (고암동， 주공2단지아파트),심플렉스인터넷(주),http://m.natureskin.co.kr,개인,의류/패션/잡화/뷰티,샴푸  화장품,인터넷
1648,20140808,(주)비즈앤디더블유아이,정상영업,경기도 양주시 외미로20번길 41-19 (남방동),-,오픈마켓,오픈,가구/수납용품 종합몰 교육/도서/완구/오락,-,인터넷
1649,20140807,쇼타임69,정상영업,경기도 양주시 고읍북로 28-8， 603동 1502호 (만송동， 유승한내들아파트),-,www.st69.co.kr,개인,성인/성인용품,-,인터넷
1650,20140807,글로리앙 아트,폐업처리,경기도 양주시 고암길 172-14， 801동 507호 (고암동， 행복한마을아파트),-,http://m.blog.naver.com/gloriangqq,개인,교육/도서/완구/오락,-,인터넷
1651,20120404,비비쉬즈,정상영업,경기도 양주시 백석읍 꿈나무로 320， 505동 202호 (동화아파트),-,www.bbshez.com,개인,의류/패션/잡화/뷰티,-,인터넷
1652,20140806,더 크리스,정상영업,경기도 양주시 삼숭로58번길 115， 601동 1103호 (삼숭동， 양주자이아파트),-,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1653,20091126,싸인라이트,타시군구이관,경기도 양주시 남면 감악산로514번길 347-14,비누넷,www.meanwell.co.kr  www.signlight.com,개인,기타,전기  전자부품(파워서플라이  어댑터),인터넷
1654,20140804,크레파스,정상영업,경기도 양주시 평화로 1432， 1층 (덕계동),-,www.crefascurtain.co.kr,개인,기타,커텐  침구류  소품잡화,인터넷
1655,20140725,에코하우스,정상영업,경기도 양주시 장흥면 일영로 337-1,-,오픈마켓,-,기타,화초,인터넷
1656,20090409,사이언스타임,정상영업,경기도 양주시 장흥면 호국로 156,후이즈몰,sciencetime.co.kr,-,교육/도서/완구/오락,-,인터넷
1657,20140729,말랑이네 잡화점,타시군구이관,경기도 양주시 남면 개나리21길 53-22， 나동 202호 (진양주택),-,blog.naver.com/malrangstore,오픈,의류/패션/잡화/뷰티,-,인터넷
1658,20140728,미래데코,정상영업,경기도 양주시 장흥면 호국로73번길 197,-,www.miraedeco.net,개인,기타,커튼,인터넷 카다로그
1659,20140725,라비에벨,정상영업,경기도 양주시 고덕로 160， 103동 801호 (덕계동， 현진에버빌1단지아파트),-,http://blog.naver.com/changmihee84,개인,의류/패션/잡화/뷰티,-,인터넷
1660,20140725,영진케미칼,정상영업,경기도 양주시 은현면 화합로691번길 10-33,-,오픈마켓,오픈,기타,생활용품,인터넷
1661,20140725,주식회사 메디카,정상영업,경기도 양주시 고덕로 175-19 (덕계동),-,www.medicainc.co.kr,개인,기타,의료기기,인터넷
1662,20140725,주식회사 엔젤파이브,타시군구이관,경기도 양주시 고읍남로191번길 86-23 (광사동),-,오픈마켓,오픈,종합몰 교육/도서/완구/오락 의류/패션/잡화/뷰티,-,인터넷
1663,20140723,107,정상영업,경기도 양주시 고암길 275， 305동 504호 (고암동， 동안마을),-,www.bueno.co.kr,개인,종합몰 의류/패션/잡화/뷰티,-,인터넷
1664,20140723,피웅신,정상영업,경기도 양주시 광적면 가래비11길 30， 106동 701호 (성우헤스티아아파트),카페24,www.pwoongsin.com,모두사용,의류/패션/잡화/뷰티,-,인터넷
1665,20140723,(주)국화렌트카,정상영업,경기도 양주시 화합로 1340 (덕정동),-,www.0318598833.co.kr,개인,레져/여행/공연,자동차 렌트,인터넷
1666,20140722,박인경 허브앤힐링 다이어트,정상영업,경기도 양주시 백석읍 호명로 103-67， 8호,-,www.허브다이어트.com,개인,건강/식품,건강기능식품,인터넷
1667,20110809,(주) 씨투어,정상영업,경기도 양주시 광적면 현석로 4,-,www.myctour.com,개인,레져/여행/공연,-,인터넷
1668,20140716,(주)벨류체인,정상영업,경기도 양주시 평화로1667번길 60 (회정동),-,www.tnj.or.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1669,20140716,니케,정상영업,경기도 양주시 고덕로 159， 204동 903호 (덕계동， 현진에버빌아파트),-,11번가  지마켓  옥션,오픈,의류/패션/잡화/뷰티,-,인터넷
1670,20140120,주식회사 고퍼우드,정상영업,경기도 양주시 평화로1597번길 41-1 (회정동),고도몰,http://gopherwood.co.kr,개인,기타,악기,기타 인터넷
1671,20140715,다섯손가락,정상영업,경기도 양주시 고암길 275， 301동 602호 (고암동， 동안마을),-,http://blog.naver.com/208052,개인,건강/식품,건어물,인터넷
1672,20140714,루앤리,폐업처리,경기도 양주시 은현면 운하로101번길 66-21,카페24,www.runri.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1673,20140710,양주팜,정상영업,경기도 양주시 천보산로71번길 117-21 (회암동),카페24,www.yangjufarm.co.kr,개인,건강/식품,-,인터넷
1674,20140709,엘씨몰,정상영업,경기도 양주시 광적면 부흥로230번길 19,-,옥션,오픈,기타,생활용품 및 유아용품,인터넷
1675,20140618,미니멀로그,정상영업,경기도 양주시 평화로1570번길 36， 105동 804호 (회정동， 범양아파트),-,www.minimallog.com,개인,의류/패션/잡화/뷰티,-,인터넷
1676,20140708,인테리어보드(Interiorboard),폐업처리,경기도 양주시 백석읍 월암로 186-64,-,오픈마켓,오픈,교육/도서/완구/오락,-,인터넷
1677,20140708,해피캠핑장,정상영업,경기도 양주시 백석읍 기산로471번길 98,-,http://해피캠핑장.com,개인,레져/여행/공연,-,인터넷
1678,20140708,주식회사 다운몰,타시군구이관,경기도 양주시 은현면 은현로312번길 290,-,http://daunmall.co.kr,개인,종합몰,-,인터넷
1679,20120405,더친구,폐업처리,경기도 양주시 고읍남로191번길 70-38， 다동 (광사동),KT솔루션지원센터IDC운용부,www.vallanse.com,개인,기타,애완용품,인터넷
1680,20140707,더 보리,정상영업,경기도 양주시 천보산로 40 (회암동),-,http://cafe.daum.net/thebori,개인,의류/패션/잡화/뷰티,-,인터넷
1681,20140704,빛나피부,정상영업,경기도 양주시 고읍남로191번길 85-79， 304호 (광사동， 조약돌빌라),-,오픈마켓,오픈,의류/패션/잡화/뷰티,-,인터넷
1682,20140703,주식회사 뉴텐트,정상영업,경기도 양주시 양주산성로307번길 37-22 (어둔동),후이즈,http://cafe.naver.com/newtent  www.newtent.co.kr,개인,레져/여행/공연,-,인터넷
1683,20140703,프랑지파니(Frangipani),정상영업,경기도 양주시 남면 삼육사로 295-76,카페24,www.프랑지파니.com,개인,의류/패션/잡화/뷰티,-,인터넷
1684,20140701,빌리스,정상영업,경기도 양주시 평화로 1771-18， 5동 302호 (회정동， 장한빌라),-,지마켓  옥션,개인,의류/패션/잡화/뷰티,-,인터넷
1685,20140630,주식회사 이티씨,정상영업,경기도 양주시 청담로84번길 136， 1층 (고읍동),-,오픈마켓,오픈,가전 컴퓨터/사무용품 레져/여행/공연 건강/식품 자동차/자동차용품,-,인터넷
1686,20140630,꼼지,정상영업,경기도 양주시 광적면 부흥로 847， 4층 420호 (양주테크노시티),-,꼼지닷컴,개인,기타,아기용품  인형  DIY,인터넷
1687,20140630,대영,정상영업,경기도 양주시 백석읍 꿈나무로 311， 203동 1001호 (동화아파트),-,옥션,오픈,가구/수납용품,-,인터넷
1688,20080728,나띵벗쿨,정상영업,경기도 양주시 고덕로 108-59， 103동 1305호 (산북동， 한승아파트),-,www.nbcool.co.kr,개인,의류/패션/잡화/뷰티,-,인터넷
1689,20140626,진솔내추럴,정상영업,경기도 양주시 칠봉산로314번길 42 (봉양동),-,11번가  옥션  지마켓  도매쿡,오픈,건강/식품,차류,인터넷
1690,20140626,란다자리,정상영업,경기도 양주시 장흥면 일영로 499,-,http://cafe.daum.net/agavoides,개인,기타,화분,인터넷
1691,20140624,주식회사 엘씨화성,정상영업,경기도 양주시 장흥면 호국로 477-9,카페24,www.jubangmall.com,개인,기타,주방용품,인터넷
1692,20140624,오다리언니,폐업처리,경기도 양주시 덕정12길 33-23， 102호 (덕정동， 대삼빌라 2차),-,http://5dariunni.blog.me,개인,건강/식품,건어물,인터넷
1693,20140624,엄마나무공방,정상영업,경기도 양주시 평화로1570번길 36， 105동 305호 (회정동， 범양아파트),-,http://cafe.naver.com/jieen7580,개인,의류/패션/잡화/뷰티,-,인터넷
